"Question","Answer","Source"
"For what purposes can I obtain a Housing Loan?","Sampath Bank's loans are available to purchase a house, bare land, condominium apartment, or to complete construction of a partially-built house. You can also obtain a loan to modify, renovate or extend an existing house. ","19062018_TonalityChangesDone.xlsx"
"for what should i use gift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"for what should I use igift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"how can i know what is gift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"how can I know what is igift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"in which occasions i can use a gift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"When can I use a igift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"when can i use gift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"in which occasions I can use a igift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"Need to know what is gift","igift is an ideal solution for you to offer a cash gift to anyone at any occassion","igift_QnA_22062018.xlsx"
"forgot my pin number","Sampath Bank can issue a new PIN upon customer request. This request along with signature and indemnity needs to be submitted at the nearest Sampath Bank Branch.","19062018_TonalityChangesDone.xlsx"
"I can't remember my PIN what should I d","Sampath Bank can issue a new PIN upon customer request. This request along with signature and indemnity needs to be submitted at the nearest Sampath Bank Branch.","19062018_TonalityChangesDone.xlsx"
"I can't remember my PIN, what should I do?","Sampath Bank can issue a new PIN upon customer request. This request along with signature and indemnity needs to be submitted at the nearest Sampath Bank Branch.","19062018_TonalityChangesDone.xlsx"
"what can I do when I forget my pin","Sampath Bank can issue a new PIN upon customer request. This request along with signature and indemnity needs to be submitted at the nearest Sampath Bank Branch.","19062018_TonalityChangesDone.xlsx"
"how can i get a new pin number for web card","Sampath Bank can issue a new PIN upon customer request. This request along with signature and indemnity needs to be submitted at the nearest Sampath Bank Branch.","19062018_TonalityChangesDone.xlsx"
"getting loans more than fd balance","Please contact your Branch Manager for further information","19062018_TonalityChangesDone.xlsx"
"how to obtain a loan more than fd","Please contact your Branch Manager for further information","19062018_TonalityChangesDone.xlsx"
"gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"gift product details","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"i-gift product details","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"let me know about gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"let me know the iGift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"let us know gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"let us know the i-gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"may i know the igift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"process of gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"process of i-gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"What is gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"What is igift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"i gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"i-gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"igift product","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"may i know the i gift","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"gift detail","igift is a way of sending a gift to another using a mobile app by debiting an account in Sampath Bank.","igift_QnA_22062018.xlsx"
"have you got transfer funds from my Credit Card to another account?","No. Only an excess credit lying in the card account can be transferred to an account with your written request. Balance transfers form card to card will be done on the sole discretion of the Bank.","Editorial"
"let me know Can I transfer funds from my Credit Card to another account?","No. Only an excess credit lying in the card account can be transferred to an account with your written request. Balance transfers form card to card will be done on the sole discretion of the Bank.","Editorial"
"let me know how Can I transfer funds from my Credit Card to another Credit Card?","No. Only an excess credit lying in the card account can be transferred to an account with your written request. Balance transfers form card to card will be done on the sole discretion of the Bank.","Editorial"
"is there any option to transfer funds from my Credit Card to another Credit Card?","No. Only an excess credit lying in the card account can be transferred to an account with your written request. Balance transfers form card to card will be done on the sole discretion of the Bank.","Editorial"
"help me","Yes, what do you want to know?","Editorial"
"needs your help","Yes, what do you want to know?","Editorial"
"Please help","Yes, what do you want to know?","Editorial"
"highest transfer amount from sampath vishwa online banking","*   Standing order instructions to recover outstanding from your Savings or Current account at Sampath Bank [from 5%  100% of your closing balance]\n*   Cash or cheque payments will be accepted at any of our branches island-wide\n*   Mail a cheque to Sampath Card Centre, # 110 Sir James Pieris Mawatha, Colombo 02\n*   Transfer funds from your Sampath account using our ATMs\n*   Transfer up to Rs. 1,000,000 from your savings or current account, using Sampath Vishwa facility with no extra cost\n*   Transfer funds from your Sampath account for free or letter of instruction via fax or Sampath Vishwa authenticated mail.","https://www.sampath.lk/en/credit-cards-faq"
"How can I make payments on my Sampath Credit Card?","*   Standing order instructions to recover outstanding from your Savings or Current account at Sampath Bank [from 5%  100% of your closing balance]\n*   Cash or cheque payments will be accepted at any of our branches island-wide\n*   Mail a cheque to Sampath Card Centre, # 110 Sir James Pieris Mawatha, Colombo 02\n*   Transfer funds from your Sampath account using our ATMs\n*   Transfer up to Rs. 1,000,000 from your savings or current account, using Sampath Vishwa facility with no extra cost\n*   Transfer funds from your Sampath account for free or letter of instruction via fax or Sampath Vishwa authenticated mail.","https://www.sampath.lk/en/credit-cards-faq"
